section_one,section_two,label
"Against the dollar , the euro rose as high as $ 1.1535 -- a fresh four-year high -- in morning trade before standing at $ 1.1518 / 23 at 0215 GMT .","Against the dollar , the euro rose as high as $ 1.1537 , a fresh four-year high and up a half cent from around $ 1.1480 in late U.S. trade .",0
"Shares of Berkeley , California-based Xoma dropped $ 1.49 or 27 percent , to $ 4 in Instinet trading .","Shares in Berkeley-based Xoma lost 77 cents , or 14 percent , to close at $ 4.72 each in trading on the Nasdaq Stock Market .",0
The Mariners torched Randy Choate and Juan Acevedo in the eighth for four runs and a 12-5 bulge .,The Mariners piled on against Randy Choate and Juan Acevedo in the bottom of the inning .,0
"The Ireland Palestine Solidarity Campaign , of which Mr O Muireagáin was a member , welcomed his release .","The Ireland Palestine Solidarity Campaign , of which he was a member , said he was researching a schools exchange project .",0
"In that same time , the S & P and the Nasdaq have gained about 3.5 percent .","The Nasdaq composite gained 4.78 to 1,955.80 , having edged up 0.1 percent last week .",0
"On Monday , U.S. Army Pfc. Jessica Lynch was awarded the Bronze Star , Purple Heart and Prisoner of War medals at Walter Reed Army Medical Center .","Lynch , who returns to the hills of West Virigina Tuesday , also received the Purple Heart and Prisoner of War medals at Walter Reed Army Medical Center in Washington .",0
"Aside from meeting Chinese Premier Wen Jiabao on the sidelines of the Forum , Mr Goh also met Pakistani President Pervez Musharraf and Tajikistan President Emomali Sharipovich Rakhmonov .","On the sidelines of the Bo 'ao forum , Mr Goh also met Pakistani President Pervez Musharraf and held talks with Tajikistan President Emomali Sharipovich Rakhmonov .",0
"Shares of USA Interactive rose $ 2.28 , or 7 percent , to $ 34.96 on Friday in Nasdaq Stock Market composite trading and have gained 53 percent this year .","Shares of LendingTree rose $ 6.03 , or 41 percent , to close at $ 20.72 on the Nasdaq stock market yesterday .",0
"As of Tuesday , almost 250 health-care workers were in quarantine .","In addition , 6,800 people were in quarantine and thousands of health-care workers in working quarantine .",0
"Southwest exercised nine 2004 options and six 2005 options , which were accelerated for delivery next year .",Southwest said it recently exercised remaining options for the delivery of nine Boeing 737-700s next year .,0
"Preliminary reports were that the men were not seen together at the airport , sources said .","The men had Pakistani passports and reportedly were seen together at the airport earlier in the evening , law enforcement sources said .",0
Details of the research appear in the Nov. 5 issue of the Journal of the American Medical Association .,"The results , published in the Journal of the American Medical Association , involved just 47 heart attack patients .",0
"The technology-laced Nasdaq Composite Index < .IXIC > tacked on 5.91 points , or 0.29 percent , to 2,053.27 .","The technology-focused Nasdaq Composite Index < .IXIC > advanced 6 points , or 0.30 percent , to 2,053 , erasing earlier losses .",0
Shares in Safeway rose 1-1 / 4p to 290-1 / 2p while Morrison shares rose 1-3 / 4p to 222-3 / 4p in early morning trade .,Shares in Safeway rose 1-1 / 4p to 288-1 / 4p in morning trade in London .,0
"The technology-heavy Nasdaq Composite Index gained 25.75 points , or 1.5 percent , to 1,746.46 , its highest close in about 15 months .","The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points , or 0.09 percent , at 1,744.91 .",0
"In 1998 Intel invested $ 500 million in Micron , but later sold the equity it had bought , Mulloy said .","Earlier this year , Intel invested $ 123 million in Elpida Memory over two funding rounds , Mulloy said .",0
"In the second quarter , Anadarko now expects volume of 46 million BOE , down from 48 million BOE .",Production for the second quarter was cut to 46 million barrels from 48 million barrels .,0
"It got up on his personal radar screen this past week , I 've given him my pitch and he was quite supportive , "" he said .",""" It got up on his personal radar screen in the past week , and I had to get my pitch .",0
""" It 's just too important to keeping crime down , "" he said of Operation Impact , which began Jan. 3 .",""" It 's just too important to keeping crime down in the city to let it lapse , "" the mayor said of Operation Impact .",0
Iraq 's economy was ravaged during years of U.N. sanctions over ex-president Saddam Hussein 's 1990 occupation of Kuwait and by the U.S.-led war to oust him which ended in April .,Iraq 's economy was shattered under former president Saddam Hussein and by the U.S.-led war to oust him which ended in April .,0
"Nationwide , severe acute respiratory syndrome has infected more than 5,300 people , about two-thirds of world 's total , and killed 343 of them .","Severe acute respiratory syndrome has infected more than 8,300 worldwide and killed at least 790 , most of them in Asia .",0
"Under the settlement , Solutia will pay $ 50 million in equal installments over a period of 10 years .","Under the agreement , Solutia will pay $ 50 million and Monsanto will pay $ 390 million .",0
"After Mao 's death in 1976 , Madame Mao was sentenced to life imprisonment for her role in the oppressive Cultural Revolution .","After Mao 's death in 1976 , she was tried and sentenced to death , later commuted to life .",0
"Six vehicles , including one belonging to the army , were damaged in the powerful explosion .",Several passing vehicles and an adjacent shop were also damaged in the explosion .,0
"If convicted , they face up to five years in prison and a $ 250,000 fine on each of the 11 counts .","If convicted , each faces up to five years in prison and a fine of $ 250,000 or more based on the amount of gains involved .",0
"Germany 's Foreign Ministry said it believed the passengers were from the northern states of Lower Saxony and Schleswig-Holstein , but had no further details .",Germany said most of the passengers were from the northern states of Lower Saxony and Schleswig-Holstein .,0
"The Dow Jones industrial average fell 98.30 , or 1.1 percent , while bond values fell , too .","The Dow Jones industrial average finished the day down 98.32 points at 9,011.53 .",0
"Proving that the Millville son 's sacrifice would not go unsung , Mayor James Quinn ordered all city flags flown at half-mast for the next 30 days .","In Millville yesterday , Mayor James Quinn ordered all city flags flown at half-staff for the next 30 days .",0
"Pratt & Whitney had said that 75 per cent of the engine equipment would be outsourced to Europe , with final assembly in Germany .","Pratt & Whitney had said that if it won the contract 75 per cent of the engine equipment would be outsourced to European suppliers , with final assembly in Germany .",0
"Robin Saunders , head of the bank 's London-based principal finance unit , is also expected to quit .","Robin Saunders , head of the principal finance unit , has made clear she has funding to buy parts of the business .",0
"But the new study , from the Women 's Health Initiative , said the opposite .","The discovery so alarmed researchers that they stopped the study , known as the Women 's Health Initiative .",0
The arrests revealed new details about the four-month investigation at Selenski 's Mount Olivet Road home .,Kerkowski and Fassett 's bodies were unearthed at Selenski 's Mount Olivet Road home on June 5 .,0
"Now , Blanca 's American husband , 63-year-old Roger Lawrence Strunk , faces a murder indictment issued in February by the Philippine government , which says he 's the leading suspect .","Now , Blanca 's husband , 63-year-old Roger Lawrence Strunk of Tracy , faces a murder indictment issued by the Philippine government in February .",0
"A key question was whether France , which infuriated Washington by leading the charge against U.N. authorization for the war , would vote "" Yes "" or abstain .","France , which infuriated Washington by leading the charge against U.N. approval for the war , also sought changes .",0
